Phase,Item.Type,Block,Item.Number,Version,Attended.Talker,Attended.Talker_Materials,Attended.Talker_Sound,Attended.Talker_Gender,Attended.Talker_Ear,Unattended.Talker,Unattended.Talker_Materials,Unattended.Talker_Sound,Unattended.Talker_Gender,Unattended.Talker_Ear,Correct.Response,reps,feedback,filename
Exposure,Filler,1,7,02,Nempring,Set B,non-word,Male,Right,Identical,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Identical.F.L_N.Nempring.M.R.wav
Exposure,Filler,1,7,03,Niritaly,Set C,non-word,Male,Left,Illuminate,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Niritaly.M.L_W.Illuminate.F.R.wav
Exposure,Filler,1,8,01,Hurdle,Set A,word,Male,Left,Namuary,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Hurdle.M.L_N.Namuary.F.R.wav
Exposure,Filler,1,8,02,Mibgem,Set B,non-word,Male,Right,Interior,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Interior.F.L_N.Mibgem.M.R.wav
Exposure,Filler,1,8,03,Makid,Set C,non-word,Male,Left,Ironic,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Makid.M.L_W.Ironic.F.R.wav
Exposure,Filler,1,9,01,Inhabit,Set A,word,Male,Left,Logelai,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Inhabit.M.L_N.Logelai.F.R.wav
Exposure,Filler,1,9,02,Meidnow,Set B,non-word,Male,Right,Knowingly,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Knowingly.F.L_N.Meidnow.M.R.wav
Exposure,Filler,1,9,03,Kaldemia,Set C,non-word,Male,Left,Laminate,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Kaldemia.M.L_W.Laminate.F.R.wav
Exposure,Filler,1,10,01,Keyboard,Set A,word,Male,Left,Lenediaw,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Keyboard.M.L_N.Lenediaw.F.R.wav
Exposure,Filler,1,10,02,Kermimer,Set B,non-word,Male,Right,Lethal,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Lethal.F.L_N.Kermimer.M.R.wav
Exposure,Filler,1,10,03,Imdalier,Set C,non-word,Male,Left,Liability,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Imdalier.M.L_W.Liability.F.R.wav
Exposure,Filler,1,11,01,Lengthen,Set A,word,Male,Left,Kelabidel,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Lengthen.M.L_N.Kelabidel.F.R.wav
Exposure,Filler,1,11,02,Itempider,Set B,non-word,Male,Right,Lobbying,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Lobbying.F.L_N.Itempider.M.R.wav
Exposure,Filler,1,11,03,Kloumidiger,Set C,non-word,Male,Left,Marina,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Kloumidiger.M.L_W.Marina.F.R.wav
Exposure,Filler,1,12,01,Lingering,Set A,word,Male,Left,Inpaki,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Lingering.M.L_N.Inpaki.F.R.wav
Exposure,Filler,1,12,02,Aknid,Set B,non-word,Male,Right,Membrane,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Membrane.F.L_N.Aknid.M.R.wav
Exposure,Filler,1,12,03,Halomimoc,Set C,non-word,Male,Left,Metrical,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Halomimoc.M.L_W.Metrical.F.R.wav
Exposure,Filler,1,13,01,Melancholy,Set A,word,Male,Left,Hintarber,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Melancholy.M.L_N.Hintarber.F.R.wav
Exposure,Filler,1,13,02,Ibirak,Set B,non-word,Male,Right,Negate,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Negate.F.L_N.Ibirak.M.R.wav
Exposure,Filler,1,13,03,Gerbualo,Set C,non-word,Male,Left,Nightmare,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Gerbualo.M.L_W.Nightmare.F.R.wav
Exposure,Filler,1,14,01,Napkin,Set A,word,Male,Left,Gardimuallay,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Napkin.M.L_N.Gardimuallay.F.R.wav
Exposure,Filler,1,14,02,Halken,Set B,non-word,Male,Right,Outnumber,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Outnumber.F.L_N.Halken.M.R.wav
Exposure,Filler,1,14,03,Galliwinou,Set C,non-word,Male,Left,Panicking,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Galliwinou.M.L_W.Panicking.F.R.wav
Exposure,Filler,1,15,01,Ornament,Set A,word,Male,Left,Gairelom,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Ornament.M.L_N.Gairelom.F.R.wav
Exposure,Filler,1,15,02,Ganla,Set B,non-word,Male,Right,Parakeet,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Parakeet.F.L_N.Ganla.M.R.wav
Exposure,Filler,1,15,03,Emhoutic,Set C,non-word,Male,Left,Pilgrim,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Emhoutic.M.L_W.Pilgrim.F.R.wav
Exposure,Filler,1,16,01,Pineapple,Set A,word,Male,Left,Bikanian,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Pineapple.M.L_N.Bikanian.F.R.wav
Exposure,Filler,1,16,02,Dadigal,Set B,non-word,Male,Right,Platonic,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Platonic.F.L_N.Dadigal.M.R.wav
Exposure,Filler,1,16,03,Dilkuaund,Set C,non-word,Male,Left,Predict,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Dilkuaund.M.L_W.Predict.F.R.wav
Exposure,Filler,1,17,01,Purgatory,Set A,word,Male,Left,Baliber,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Purgatory.M.L_N.Baliber.F.R.wav
Exposure,Filler,1,17,02,Bamtell,Set B,non-word,Male,Right,Tactical,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Tactical.F.L_N.Bamtell.M.R.wav
Exposure,Filler,1,17,03,Bowidai,Set C,non-word,Male,Left,Terminal,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Bowidai.M.L_W.Terminal.F.R.wav
Exposure,Filler,1,18,01,Therapeutic,Set A,word,Male,Left,Amalar,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Therapeutic.M.L_N.Amalar.F.R.wav
Exposure,Filler,1,18,02,Anemer,Set B,non-word,Male,Right,Titanium,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Titanium.F.L_N.Anemer.M.R.wav
Exposure,Filler,1,18,03,Anolipa,Set C,non-word,Male,Left,Turbulent,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Anolipa.M.L_W.Turbulent.F.R.wav
Exposure,Filler,1,19,01,Tutorial,Set A,word,Male,Left,Ailounam,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Tutorial.M.L_N.Ailounam.F.R.wav
Exposure,Filler,1,19,02,Lilgrai,Set B,non-word,Male,Right,Umbrella,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Umbrella.F.L_N.Lilgrai.M.R.wav
Exposure,Filler,1,19,03,Alnadiro,Set C,non-word,Male,Left,Undermine,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Alnadiro.M.L_W.Undermine.F.R.wav
Exposure,Filler,1,20,01,Wealthy,Set A,word,Male,Left,Acomining,Set A,non-word,Female,Right,word,1,FALSE,Filler_W.Wealthy.M.L_N.Acomining.F.R.wav
Exposure,Filler,1,20,02,Admunker,Set B,non-word,Male,Right,Worldly,Set B,word,Female,Left,non-word,1,FALSE,Filler_W.Worldly.F.L_N.Admunker.M.R.wav
Exposure,Filler,1,20,03,Aigi,Set C,non-word,Male,Left,Wrinkle,Set C,word,Female,Right,non-word,1,FALSE,Filler_N.Aigi.M.L_W.Wrinkle.F.R.wav
