"","Phase","Item.Type","Block","Item.Number","Version","Attended.Talker","Attended.Talker_Materials","Attended.Talker_Sound","Attended.Talker_Gender","Attended.Talker_Ear","Unattended.Talker","Unattended.Talker_Materials","Unattended.Talker_Sound","Unattended.Talker_Gender","Unattended.Talker_Ear","Correct.Response","reps","feedback","filename"
"27","Exposure","Filler",1,3,"1","Camera","Set A","Word","Male","Left","Tilegkalo","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Camera.M.L_N.Tilegkalo.F.R.wav"
"28","Exposure","Filler",1,3,"2","Ryligal","Set B","Nonword","Male","Right","Continually","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Continually.F.L_N.Ryligal.M.R.wav"
"29","Exposure","Filler",1,3,"3","Tamical","Set C","Nonword","Male","Left","Domineering","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Tamical.M.L_W.Domineering.F.R.wav"
"30","Exposure","Filler",1,4,"1","Directory","Set A","Word","Male","Left","Rimkeluwar","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Directory.M.L_N.Rimkeluwar.F.R.wav"
"31","Exposure","Filler",1,4,"2","Rawamtee","Set B","Nonword","Male","Right","Document","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Document.F.L_N.Rawamtee.M.R.wav"
"32","Exposure","Filler",1,4,"3","Rengime","Set C","Nonword","Male","Left","Embody","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Rengime.M.L_W.Embody.F.R.wav"
"33","Exposure","Filler",1,5,"1","Dynamite","Set A","Word","Male","Left","Rakil","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Dynamite.M.L_N.Rakil.F.R.wav"
"34","Exposure","Filler",1,5,"2","Ploupelai","Set B","Nonword","Male","Right","Eighty","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Eighty.F.L_N.Ploupelai.M.R.wav"
"35","Exposure","Filler",1,5,"3","Pourilar","Set C","Nonword","Male","Left","Gullible","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Pourilar.M.L_W.Gullible.F.R.wav"
"36","Exposure","Filler",1,6,"1","Gardenia","Set A","Word","Male","Left","Perkum","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Gardenia.M.L_N.Perkum.F.R.wav"
"37","Exposure","Filler",1,6,"2","Omperoge","Set B","Nonword","Male","Right","Grammatical","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Grammatical.F.L_N.Omperoge.M.R.wav"
"38","Exposure","Filler",1,6,"3","Almikquary","Set C","Nonword","Male","Left","Honeymoon","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Almikquary.M.L_W.Honeymoon.F.R.wav"
"39","Exposure","Filler",1,7,"1","Hamburger","Set A","Word","Male","Left","Nomerae","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Hamburger.M.L_N.Nomerae.F.R.wav"
"40","Exposure","Filler",1,7,"2","Nempring","Set B","Nonword","Male","Right","Identical","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Identical.F.L_N.Nempring.M.R.wav"
"41","Exposure","Filler",1,7,"3","Niritaly","Set C","Nonword","Male","Left","Illuminate","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Niritaly.M.L_W.Illuminate.F.R.wav"
"42","Exposure","Filler",1,8,"1","Hurdle","Set A","Word","Male","Left","Namuary","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Hurdle.M.L_N.Namuary.F.R.wav"
"43","Exposure","Filler",1,8,"2","Mibgem","Set B","Nonword","Male","Right","Interior","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Interior.F.L_N.Mibgem.M.R.wav"
"44","Exposure","Filler",1,8,"3","Makid","Set C","Nonword","Male","Left","Ironic","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Makid.M.L_W.Ironic.F.R.wav"
"45","Exposure","Filler",1,9,"1","Inhabit","Set A","Word","Male","Left","Logelai","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Inhabit.M.L_N.Logelai.F.R.wav"
"46","Exposure","Filler",1,9,"2","Meidnow","Set B","Nonword","Male","Right","Knowingly","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Knowingly.F.L_N.Meidnow.M.R.wav"
"47","Exposure","Filler",1,9,"3","Kaldemia","Set C","Nonword","Male","Left","Laminate","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Kaldemia.M.L_W.Laminate.F.R.wav"
"48","Exposure","Filler",1,10,"1","Keyboard","Set A","Word","Male","Left","Lenediaw","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Keyboard.M.L_N.Lenediaw.F.R.wav"
"49","Exposure","Filler",1,10,"2","Kermimer","Set B","Nonword","Male","Right","Lethal","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Lethal.F.L_N.Kermimer.M.R.wav"
"50","Exposure","Filler",1,10,"3","Imdalier","Set C","Nonword","Male","Left","Liability","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Imdalier.M.L_W.Liability.F.R.wav"
"51","Exposure","Filler",1,11,"1","Lengthen","Set A","Word","Male","Left","Kelabidel","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Lengthen.M.L_N.Kelabidel.F.R.wav"
"52","Exposure","Filler",1,11,"2","Itempider","Set B","Nonword","Male","Right","Lobbying","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Lobbying.F.L_N.Itempider.M.R.wav"
"53","Exposure","Filler",1,11,"3","Kloumidiger","Set C","Nonword","Male","Left","Marina","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Kloumidiger.M.L_W.Marina.F.R.wav"
"54","Exposure","Filler",1,12,"1","Lingering","Set A","Word","Male","Left","Inpaki","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Lingering.M.L_N.Inpaki.F.R.wav"
"55","Exposure","Filler",1,12,"2","Aknid","Set B","Nonword","Male","Right","Membrane","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Membrane.F.L_N.Aknid.M.R.wav"
"56","Exposure","Filler",1,12,"3","Halomimoc","Set C","Nonword","Male","Left","Metrical","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Halomimoc.M.L_W.Metrical.F.R.wav"
"57","Exposure","Filler",1,13,"1","Melancholy","Set A","Word","Male","Left","Hintarber","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Melancholy.M.L_N.Hintarber.F.R.wav"
"58","Exposure","Filler",1,13,"2","Ibirak","Set B","Nonword","Male","Right","Negate","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Negate.F.L_N.Ibirak.M.R.wav"
"59","Exposure","Filler",1,13,"3","Gerbualo","Set C","Nonword","Male","Left","Nightmare","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Gerbualo.M.L_W.Nightmare.F.R.wav"
"60","Exposure","Filler",1,14,"1","Napkin","Set A","Word","Male","Left","Gardimuallay","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Napkin.M.L_N.Gardimuallay.F.R.wav"
"61","Exposure","Filler",1,14,"2","Halken","Set B","Nonword","Male","Right","Outnumber","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Outnumber.F.L_N.Halken.M.R.wav"
"62","Exposure","Filler",1,14,"3","Galliwinou","Set C","Nonword","Male","Left","Panicking","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Galliwinou.M.L_W.Panicking.F.R.wav"
"63","Exposure","Filler",1,15,"1","Ornament","Set A","Word","Male","Left","Gairelom","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Ornament.M.L_N.Gairelom.F.R.wav"
"64","Exposure","Filler",1,15,"2","Ganla","Set B","Nonword","Male","Right","Parakeet","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Parakeet.F.L_N.Ganla.M.R.wav"
"65","Exposure","Filler",1,15,"3","Emhoutic","Set C","Nonword","Male","Left","Pilgrim","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Emhoutic.M.L_W.Pilgrim.F.R.wav"
"66","Exposure","Filler",1,16,"1","Pineapple","Set A","Word","Male","Left","Bikanian","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Pineapple.M.L_N.Bikanian.F.R.wav"
"67","Exposure","Filler",1,16,"2","Dadigal","Set B","Nonword","Male","Right","Platonic","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Platonic.F.L_N.Dadigal.M.R.wav"
"68","Exposure","Filler",1,16,"3","Dilkuaund","Set C","Nonword","Male","Left","Predict","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Dilkuaund.M.L_W.Predict.F.R.wav"
"69","Exposure","Filler",1,17,"1","Purgatory","Set A","Word","Male","Left","Baliber","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Purgatory.M.L_N.Baliber.F.R.wav"
"70","Exposure","Filler",1,17,"2","Bamtell","Set B","Nonword","Male","Right","Tactical","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Tactical.F.L_N.Bamtell.M.R.wav"
"71","Exposure","Filler",1,17,"3","Bowidai","Set C","Nonword","Male","Left","Terminal","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Bowidai.M.L_W.Terminal.F.R.wav"
"72","Exposure","Filler",1,18,"1","Therapeutic","Set A","Word","Male","Left","Amalar","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Therapeutic.M.L_N.Amalar.F.R.wav"
"73","Exposure","Filler",1,18,"2","Anemer","Set B","Nonword","Male","Right","Titanium","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Titanium.F.L_N.Anemer.M.R.wav"
"74","Exposure","Filler",1,18,"3","Anolipa","Set C","Nonword","Male","Left","Turbulent","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Anolipa.M.L_W.Turbulent.F.R.wav"
"75","Exposure","Filler",1,19,"1","Tutorial","Set A","Word","Male","Left","Ailounam","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Tutorial.M.L_N.Ailounam.F.R.wav"
"76","Exposure","Filler",1,19,"2","Lilgrai","Set B","Nonword","Male","Right","Umbrella","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Umbrella.F.L_N.Lilgrai.M.R.wav"
"77","Exposure","Filler",1,19,"3","Alnadiro","Set C","Nonword","Male","Left","Undermine","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Alnadiro.M.L_W.Undermine.F.R.wav"
"78","Exposure","Filler",1,20,"1","Wealthy","Set A","Word","Male","Left","Acomining","Set A","Nonword","Female","Right","Word",1,FALSE,"Filler_W.Wealthy.M.L_N.Acomining.F.R.wav"
"79","Exposure","Filler",1,20,"2","Admunker","Set B","Nonword","Male","Right","Worldly","Set B","Word","Female","Left","Nonword",1,FALSE,"Filler_W.Worldly.F.L_N.Admunker.M.R.wav"
"80","Exposure","Filler",1,20,"3","Aigi","Set C","Nonword","Male","Left","Wrinkle","Set C","Word","Female","Right","Nonword",1,FALSE,"Filler_N.Aigi.M.L_W.Wrinkle.F.R.wav"
