Set,Filler.Item_Num,Talker.A_Word,Talker.B_Nonword,Talker.A_Gender,Talker.A_Ear,Talker.B_Gender,Talker.B_Ear,Set.Version,rep,filename
B,6,Grammatical,Omperoge,Male,Left,Female,Right,4,1,Filler_W.Grammatical.M.L_N.Omperoge.F.R
B,7,Identical,Nempring,Male,Left,Female,Right,4,1,Filler_W.Identical.M.L_N.Nempring.F.R
B,8,Interior,Mibgem,Male,Left,Female,Right,4,1,Filler_W.Interior.M.L_N.Mibgem.F.R
B,9,Knowiingly,Meidnow,Male,Left,Female,Right,4,1,Filler_W.Knowiingly.M.L_N.Meidnow.F.R
B,10,Lethal,Kermimer,Male,Left,Female,Right,4,1,Filler_W.Lethal.M.L_N.Kermimer.F.R
B,11,Lobbying,Itempider,Male,Left,Female,Right,4,1,Filler_W.Lobbying.M.L_N.Itempider.F.R
B,12,Membrane,Aknid,Male,Left,Female,Right,4,1,Filler_W.Membrane.M.L_N.Aknid.F.R
B,13,Negative,Ibirak,Male,Left,Female,Right,4,1,Filler_W.Negative.M.L_N.Ibirak.F.R
B,14,Outnumber,Halken,Male,Left,Female,Right,4,1,Filler_W.Outnumber.M.L_N.Halken.F.R
B,15,Parakeet,Ganla,Male,Left,Female,Right,4,1,Filler_W.Parakeet.M.L_N.Ganla.F.R
B,16,Platonic,Dadigal,Male,Left,Female,Right,4,1,Filler_W.Platonic.M.L_N.Dadigal.F.R
B,17,Tactical,Bamtell,Male,Left,Female,Right,4,1,Filler_W.Tactical.M.L_N.Bamtell.F.R
B,18,Titanium,Anemer,Male,Left,Female,Right,4,1,Filler_W.Titanium.M.L_N.Anemer.F.R
B,19,Umbrella,Lilgrai,Male,Left,Female,Right,4,1,Filler_W.Umbrella.M.L_N.Lilgrai.F.R
B,20,Worldly,Admunker,Male,Left,Female,Right,4,1,Filler_W.Worldly.M.L_N.Admunker.F.R
C,1,Ballerina,Youmgel,Male,Right,Female,Left,1,1,Filler_W.Ballerina.M.R_N.Youmgel.F.L
C,2,Burglary,Tymolape,Male,Right,Female,Left,1,1,Filler_W.Burglary.M.R_N.Tymolape.F.L
C,3,Domineering,Tamical,Male,Right,Female,Left,1,1,Filler_W.Domineering.M.R_N.Tamical.F.L
C,4,Embody,Rengime,Male,Right,Female,Left,1,1,Filler_W.Embody.M.R_N.Rengime.F.L
C,5,Gullible,Pourilar,Male,Right,Female,Left,1,1,Filler_W.Gullible.M.R_N.Pourilar.F.L
C,6,Honeymoon,Almikquary,Male,Right,Female,Left,1,1,Filler_W.Honeymoon.M.R_N.Almikquary.F.L
C,7,Illuminate,Niritaly,Male,Right,Female,Left,1,1,Filler_W.Illuminate.M.R_N.Niritaly.F.L
C,8,Ironic,Makid,Male,Right,Female,Left,1,1,Filler_W.Ironic.M.R_N.Makid.F.L
C,9,Laminate,Kaldemia,Male,Right,Female,Left,1,1,Filler_W.Laminate.M.R_N.Kaldemia.F.L
C,10,Liability,Imdalier,Male,Right,Female,Left,1,1,Filler_W.Liability.M.R_N.Imdalier.F.L
C,11,Marina,Kloumidiger,Male,Right,Female,Left,1,1,Filler_W.Marina.M.R_N.Kloumidiger.F.L
C,12,Metirical,Halomimoc,Male,Right,Female,Left,1,1,Filler_W.Metirical.M.R_N.Halomimoc.F.L
C,13,Nightmare,Gerbualo,Male,Right,Female,Left,1,1,Filler_W.Nightmare.M.R_N.Gerbualo.F.L
C,14,Panicking,Galliwinou,Male,Right,Female,Left,1,1,Filler_W.Panicking.M.R_N.Galliwinou.F.L
C,15,Pilgrim,Emhoutic,Male,Right,Female,Left,1,1,Filler_W.Pilgrim.M.R_N.Emhoutic.F.L
C,16,Predict,Dilkuaund,Male,Right,Female,Left,1,1,Filler_W.Predict.M.R_N.Dilkuaund.F.L
C,17,Terminal,Bowidai,Male,Right,Female,Left,1,1,Filler_W.Terminal.M.R_N.Bowidai.F.L
C,18,Turbulent,Anolipa,Male,Right,Female,Left,1,1,Filler_W.Turbulent.M.R_N.Anolipa.F.L
C,19,Undermine,Alnadiro,Male,Right,Female,Left,1,1,Filler_W.Undermine.M.R_N.Alnadiro.F.L
C,20,Winkle,Aigi,Male,Right,Female,Left,1,1,Filler_W.Winkle.M.R_N.Aigi.F.L
